id,name,type,stock_code,market,description,source
company_300315_sz,掌趣科技,company,300315.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_000892_sz,欢瑞世纪,company,000892.SZ,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300459_sz,汤姆猫,company,300459.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_600986_sh,浙文互联,company,600986.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_002174_sz,游族网络,company,002174.SZ,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300291_sz,百纳千成,company,300291.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300494_sz,盛天网络,company,300494.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_002400_sz,省广集团,company,002400.SZ,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300002_sz,神州泰岳,company,300002.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300413_sz,芒果超媒,company,300413.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300058_sz,蓝色光标,company,300058.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300634_sz,彩讯股份,company,300634.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300170_sz,汉得信息,company,300170.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_603039_sh,泛微网络,company,603039.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_600588_sh,用友网络,company,600588.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688095_sh,福昕软件,company,688095.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688369_sh,致远互联,company,688369.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688111_sh,金山办公,company,688111.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300378_sz,鼎捷软件,company,300378.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300168_sz,万达信息,company,300168.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_002065_sz,东华软件,company,002065.SZ,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_600718_sh,东软集团,company,600718.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_301060_sz,兰卫医学,company,301060.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300451_sz,创业慧康,company,300451.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300253_sz,卫宁健康,company,300253.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688246_sh,嘉和美康,company,688246.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688393_sh,安必平,company,688393.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300078_sz,思创医惠,company,300078.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688222_sh,成都先导,company,688222.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300288_sz,朗玛信息,company,300288.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_301230_sz,泓博医药,company,301230.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_603108_sh,润达医疗,company,603108.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688131_sh,皓元医药,company,688131.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688202_sh,美迪西,company,688202.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300725_sz,药石科技,company,300725.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_603882_sh,金域医学,company,603882.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300341_sz,麦克奥迪,company,300341.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688618_sh,三旺通信,company,688618.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300353_sz,东土科技,company,300353.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688777_sh,中控技术,company,688777.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688080_sh,映翰通,company,688080.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688188_sh,柏楚电子,company,688188.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300358_sz,楚天科技,company,300358.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688218_sh,江苏北人,company,688218.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688090_sh,瑞松科技,company,688090.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300222_sz,科大智能,company,300222.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300508_sz,维宏股份,company,300508.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_603859_sh,能科科技,company,603859.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300687_sz,赛意信息,company,300687.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300059_sz,东方财富,company,300059.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_301208_sz,中亦科技,company,301208.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_002657_sz,中科金财,company,002657.SZ,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_002987_sz,京北方,company,002987.SZ,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688588_sh,凌志软件,company,688588.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300033_sz,同花顺,company,300033.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_601519_sh,大智慧,company,601519.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300872_sz,天阳科技,company,300872.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300674_sz,宇信科技,company,300674.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300380_sz,安硕信息,company,300380.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_600570_sh,恒生电子,company,600570.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300803_sz,指南针,company,300803.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688590_sh,新致软件,company,688590.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300663_sz,科蓝软件,company,300663.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_688318_sh,财富趋势,company,688318.SH,科创板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300377_sz,赢时胜,company,300377.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_600446_sh,金证股份,company,600446.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300085_sz,银之杰,company,300085.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300348_sz,长亮科技,company,300348.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_603383_sh,顶点软件,company,603383.SH,主板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_300465_sz,高伟达,company,300465.SZ,创业板,A股上市公司,AI细分行业相关标的（A股）.xlsx
company_002158_sz,汉钟精机,company,002158.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300441_sz,鲍斯股份,company,300441.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688652_sh,京仪装备,company,688652.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688981_sh,中芯国际,company,688981.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688347_sh,华虹公司,company,688347.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688249_sh,晶合集成,company,688249.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688396_sh,华润微,company,688396.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300672_sz,国科微,company,300672.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688008_sh,澜起科技,company,688008.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002415_sz,海康威视,company,002415.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002236_sz,大华股份,company,002236.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603078_sh,江化微,company,603078.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603931_sh,格林达,company,603931.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688120_sh,华海清科,company,688120.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603929_sh,亚翔集成,company,603929.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603163_sh,圣晖集成,company,603163.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601133_sh,柏诚股份,company,601133.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601668_sh,中国建筑,company,601668.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601618_sh,中国中冶,company,601618.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688262_sh,国芯科技,company,688262.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300480_sz,光力科技,company,300480.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002008_sz,大族激光,company,002008.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688170_sh,德龙激光,company,688170.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688603_sh,天承科技,company,688603.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002049_sz,紫光国微,company,002049.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688709_sh,成都华微,company,688709.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600900_sh,长江电力,company,600900.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600025_sh,华能水电,company,600025.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600886_sh,国投电力,company,600886.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600674_sh,川投能源,company,600674.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600236_sh,桂冠电力,company,600236.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300678_sz,中科信息,company,300678.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688200_sh,华峰测控,company,688200.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300604_sz,长川科技,company,300604.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300458_sz,全志科技,company,300458.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688018_sh,乐鑫科技,company,688018.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300316_sz,晶盛机电,company,300316.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601908_sh,京运通,company,601908.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_835368_bj,连城数控,company,835368.BJ,北证,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688516_sh,奥特维,company,688516.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600330_sh,天通股份,company,600330.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603061_sh,金海通,company,603061.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_301369_sz,联动科技,company,301369.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300776_sz,帝尔激光,company,300776.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002943_sz,宇晶股份,company,002943.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601012_sh,隆基绿能,company,601012.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600438_sh,通威股份,company,600438.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300274_sz,阳光电源,company,300274.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002202_sz,金风科技,company,002202.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600905_sh,三峡能源,company,600905.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603893_sh,瑞芯微,company,603893.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002405_sz,四维图新,company,002405.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601231_sh,环旭电子,company,601231.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_301128_sz,强瑞技术,company,301128.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002594_sz,比亚迪,company,002594.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_000625_sz,长安汽车,company,000625.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601127_sh,赛力斯,company,601127.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600104_sh,上汽集团,company,600104.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_601238_sh,广汽集团,company,601238.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603786_sh,科博达,company,603786.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300627_sz,华测导航,company,300627.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002151_sz,北斗星通,company,002151.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002465_sz,海格通信,company,002465.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300101_sz,振芯科技,company,300101.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002383_sz,合众思壮,company,002383.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300177_sz,中海达,company,300177.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300036_sz,超图软件,company,300036.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688582_sh,芯动联科,company,688582.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688071_sh,华依科技,company,688071.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002079_sz,苏州固锝,company,002079.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_600879_sh,航天电子,company,600879.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300620_sz,光库科技,company,300620.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688400_sh,凌云光,company,688400.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300802_sz,矩子科技,company,300802.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002413_sz,雷科防务,company,002413.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603501_sh,豪威集团,company,603501.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300782_sz,卓胜微,company,300782.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603160_sh,汇顶科技,company,603160.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688728_sh,格科微,company,688728.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300806_sz,斯迪克,company,300806.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300421_sz,力星股份,company,300421.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002046_sz,国机精工,company,002046.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_000678_sz,襄阳轴承,company,000678.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300098_sz,高新兴,company,300098.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_603236_sh,移远通信,company,603236.SH,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300638_sz,广和通,company,300638.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_688159_sh,有方科技,company,688159.SH,科创板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002373_sz,千方科技,company,002373.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002869_sz,金溢科技,company,002869.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_300077_sz,国民技术,company,300077.SZ,创业板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002881_sz,美格智能,company,002881.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002313_sz,日海智能,company,002313.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
company_002813_sz,路畅科技,company,002813.SZ,主板,A股上市公司,叶子节点-产业_A股龙头_from_嘉成.csv
